url,Monthly rental price,Bedrooms,Living area,lat,lon
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8546029?searchId=5eab6225b5239,700.0,2.0,80.0,51.0080726,3.6577952
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8563573?searchId=5eab6225b5239,850.0,1.0,70.0,51.0381114,3.7144673
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8653112?searchId=5eab6225b5239,900.0,2.0,100.0,51.0466138,3.733022578203127
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8645005?searchId=5eab6225b5239,725.0,2.0,90.0,51.0326957,3.5489297
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8605877?searchId=5eab6225b5239,850.0,2.0,111.0,50.922888549999996,3.949131508546271
https://www.immoweb.be/en/classified/penthouse/for-rent/gent/9000/8601825?searchId=5eab6225b5239,900.0,1.0,76.0,51.0700486,3.7301142
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8648050?searchId=5eab6225b5239,575.0,1.0,65.0,51.03581725,3.7158632893882175
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/7419410?searchId=5eab6225b5239,680.0,1.0,70.0,51.0538286,3.7250121
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8680478?searchId=5eab6225b5239,695.0,1.0,60.0,51.0517512,3.7262201222309708
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8582803?searchId=5eab6225b5239,720.0,1.0,50.0,51.0329604,3.70812168583298
https://www.immoweb.be/en/classified/duplex/for-rent/gent/9000/8687626?searchId=5eab6225b5239,1295.0,2.0,132.0,51.0546322,3.7199171
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/7084915?searchId=5eab6374b5765,690.0,1.0,50.0,51.0371046,3.7093649
https://www.immoweb.be/en/classified/duplex/for-rent/gent/9000/8607333?searchId=5eab6374b5765,695.0,1.0,52.0,51.038130800000005,3.718495861699464
https://www.immoweb.be/en/classified/town-house/for-rent/gent/9000/8599044?searchId=5eab6374b5765,810.0,1.0,94.0,51.0491972,3.7060436
https://www.immoweb.be/en/classified/house/for-rent/gent/9000/8599043?searchId=5eab6374b5765,810.0,1.0,94.0,51.0491972,3.7060436
https://www.immoweb.be/en/classified/house/for-rent/gent/9000/8501145?searchId=5eab6374b5765,1980.0,6.0,289.0,50.9810793,3.7573275
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8649005?searchId=5eab6374b5765,675.0,2.0,80.0,51.037277,3.7093497
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8689303?searchId=5eab6374b5765,745.0,2.0,97.0,51.0603254,3.6589979
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8623688?searchId=5eab6374b5765,1180.0,3.0,160.0,51.03581725,3.7158632893882175
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8683991?searchId=5eab6374b5765,930.0,2.0,79.0,51.0517512,3.7262201222309708
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8470829?searchId=5eab6374b5765,642.0,1.0,65.0,51.0546322,3.7199171
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8605193?searchId=5eab6374b5765,1100.0,3.0,143.0,51.0136817,3.6464518
https://www.immoweb.be/en/classified/duplex/for-rent/gent/9000/8627196?searchId=5eab6374b5765,1495.0,3.0,130.0,51.0546322,3.7199171
https://www.immoweb.be/en/classified/ground-floor/for-rent/gent/9000/8674728?searchId=5eab6374b5765,950.0,2.0,95.0,51.03581725,3.7158632893882175
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8687384?searchId=5eab6374b5765,1400.0,3.0,193.0,51.0329604,3.70812168583298
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8620474?searchId=5eab6374b5765,645.0,1.0,47.0,51.036155199999996,3.7160417313632106
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8655191?searchId=5eab6374b5765,780.0,1.0,70.0,50.8694829,3.8103948
https://www.immoweb.be/en/classified/apartment/for-rent/gent/9000/8691290?searchId=5eab6374b5765,720.0,2.0,150.0,51.03581725,3.7158632893882175
https://www.immoweb.be/en/classified/duplex/for-rent/gent/9000/8656473?searchId=5eab6374b5765,730.0,2.0,90.0,51.0080726,3.6577952
https://www.immoweb.be/en/classified/duplex/for-rent/gent/9000/8560502?searchId=5eab6374b5765,1750.0,3.0,183.0,51.0244916,3.7058459
